AB_Order,speaker_X,file_X,onset_X,offset_X,item_X,word_X,interval_X,sex_X,phone_X,language_X,triplet_id,distance_OTH,file_OTH,interval_OTH,item_OTH,language_OTH,offset_OTH,onset_OTH,phone_OTH,sex_OTH,speaker_OTH,word_OTH,distance_TGT,file_TGT,interval_TGT,item_TGT,language_TGT,offset_TGT,onset_TGT,phone_TGT,sex_TGT,speaker_TGT,word_TGT
OthTgt,FNiralee,stimuli_raw/wav/FNiralee2.wav,31.150879999999997,31.74054000000001,FNiralee2_9,AGA,9,F,g,ENG,t_0862941,0.304660737943786,stimuli_raw/wav/Mrajesh2.wav,12,Mrajesh2_12,HIN,37.94673,37.54,ɡʱ,M,Mrajesh,AGHA,0.218801937871026,stimuli_raw/wav/Mnirbhay1.wav,7,Mnirbhay1_7,ENG,45.27,44.81,g,M,Mnirbhay,AGA
TgtOth,Mrajesh,stimuli_raw/wav/Mrajesh1.wav,57.22747,57.630109999999995,Mrajesh1_9,AGA,9,M,g,ENG,t_0968055,0.290483491261641,stimuli_raw/wav/FNiralee2.wav,25,FNiralee2_25,HIN,94.09103,93.5,d͡ʒʱ,F,FNiralee,ADXHA,0.235336952790759,stimuli_raw/wav/Fbhavya1.wav,8,Fbhavya1_8,ENG,58.61,58.22,g,F,Fbhavya,AGA
OthTgt,FNiralee,stimuli_raw/wav/FNiralee2.wav,31.150879999999997,31.74054000000001,FNiralee2_9,AGA,9,F,g,ENG,t_0862455,0.312893903811839,stimuli_raw/wav/Mrajesh1.wav,27,Mrajesh1_27,HIN,127.06,126.66433,d͡ʒʱ,M,Mrajesh,ADXHA,0.218801937871026,stimuli_raw/wav/Mnirbhay1.wav,7,Mnirbhay1_7,ENG,45.27,44.81,g,M,Mnirbhay,AGA
TgtOth,FNiralee,stimuli_raw/wav/FNiralee1.wav,90.87186,91.33874,FNiralee1_9,AGA,9,F,g,ENG,t_0864606,0.334904235965696,stimuli_raw/wav/Mrajesh1.wav,31,Mrajesh1_31,HIN,138.11,137.67462,ʈʰ,M,Mrajesh,ATRHA,0.229147622193841,stimuli_raw/wav/Mnirbhay1.wav,9,Mnirbhay1_9,ENG,49.04,48.62,g,M,Mnirbhay,AGA
OthTgt,Mrajesh,stimuli_raw/wav/Mrajesh1.wav,57.22747,57.630109999999995,Mrajesh1_9,AGA,9,M,g,ENG,t_0969483,0.305593515918001,stimuli_raw/wav/FNiralee2.wav,31,FNiralee2_31,HIN,115.43,114.90941,ʈʰ,F,FNiralee,ATRHA,0.245583027640536,stimuli_raw/wav/Fbhavya1.wav,9,Fbhavya1_9,ENG,60.69581,60.24,g,F,Fbhavya,AGA
TgtOth,Mrajesh,stimuli_raw/wav/Mrajesh1.wav,57.22747,57.630109999999995,Mrajesh1_9,AGA,9,M,g,ENG,t_0485766,0.256509894877086,stimuli_raw/wav/FNiralee2.wav,35,FNiralee2_35,HIN,126.6761,126.16475,ɖ,F,FNiralee,ADRA,0.224111368590911,stimuli_raw/wav/Fbhavya2.wav,7,Fbhavya2_7,ENG,29.4414,29.04,g,F,Fbhavya,AGA
OthTgt,FNiralee,stimuli_raw/wav/FNiralee2.wav,26.4,26.96,FNiralee2_7,AGA,7,F,g,ENG,t_0864685,0.296129931683765,stimuli_raw/wav/Mrajesh1.wav,36,Mrajesh1_36,HIN,149.45944,149.09229,ɖ,M,Mrajesh,ADRA,0.21287799203497,stimuli_raw/wav/Mnirbhay1.wav,9,Mnirbhay1_9,ENG,49.04,48.62,g,M,Mnirbhay,AGA
TgtOth,Mrajesh,stimuli_raw/wav/Mrajesh1.wav,53.57,54.03,Mrajesh1_7,AGA,7,M,g,ENG,t_0968173,0.286054621246441,stimuli_raw/wav/FNiralee2.wav,38,FNiralee2_38,HIN,135.24376,134.74537,ɖʱ,F,FNiralee,ADRHA,0.244815777682293,stimuli_raw/wav/Fbhavya1.wav,8,Fbhavya1_8,ENG,58.61,58.22,g,F,Fbhavya,AGA
OthTgt,FNiralee,stimuli_raw/wav/FNiralee1.wav,86.82,87.28907,FNiralee1_7,AGA,7,F,g,ENG,t_0383227,0.308255411992562,stimuli_raw/wav/Mrajesh2.wav,38,Mrajesh2_38,HIN,105.91,105.49903,ɖʱ,M,Mrajesh,ADRHA,0.237768906724672,stimuli_raw/wav/Mnirbhay2.wav,8,Mnirbhay2_8,ENG,32.06,31.56,g,M,Mnirbhay,AGA
TgtOth,FNiralee,stimuli_raw/wav/FNiralee2.wav,28.74,29.3642,FNiralee2_8,AGA,8,F,g,ENG,t_0384353,0.301414037522739,stimuli_raw/wav/Mrajesh2.wav,51,Mrajesh2_51,HIN,141.88,141.48882,dʱ,M,Mrajesh,ADHA,0.276077390875027,stimuli_raw/wav/Mnirbhay2.wav,9,Mnirbhay2_9,ENG,35.22,34.74,g,M,Mnirbhay,AGA
OthTgt,Mrajesh,stimuli_raw/wav/Mrajesh1.wav,53.57,54.03,Mrajesh1_7,AGA,7,M,g,ENG,t_0967501,0.275534356663269,stimuli_raw/wav/FNiralee1.wav,51,FNiralee1_51,HIN,402.09008,401.58646,dʱ,F,FNiralee,ADHA,0.244679188304385,stimuli_raw/wav/Fbhavya1.wav,7,Fbhavya1_7,ENG,56.61873,56.22,g,F,Fbhavya,AGA
TgtOth,FNiralee,stimuli_raw/wav/FNiralee2.wav,26.4,26.96,FNiralee2_7,AGA,7,F,g,ENG,t_0382786,0.310888676768325,stimuli_raw/wav/Mrajesh1.wav,65,Mrajesh1_65,HIN,232.68,232.25019,bʱ,M,Mrajesh,ABHA,0.21014498222509,stimuli_raw/wav/Mnirbhay2.wav,8,Mnirbhay2_8,ENG,32.06,31.56,g,M,Mnirbhay,AGA
OthTgt,Mrajesh,stimuli_raw/wav/Mrajesh2.wav,30.301509999999997,30.62,Mrajesh2_9,AGA,9,M,g,ENG,t_0967533,0.302628196390458,stimuli_raw/wav/FNiralee1.wav,65,FNiralee1_65,HIN,497.37098,496.92613,bʱ,F,FNiralee,ABHA,0.242315005166882,stimuli_raw/wav/Fbhavya1.wav,7,Fbhavya1_7,ENG,56.61873,56.22,g,F,Fbhavya,AGA
TgtOth,Mrajesh,stimuli_raw/wav/Mrajesh1.wav,57.22747,57.630109999999995,Mrajesh1_9,AGA,9,M,g,ENG,t_0487302,0.357530272475277,stimuli_raw/wav/FNiralee2.wav,102,FNiralee2_102,HIN,390.36287,389.88054,ɽʱ,F,FNiralee,ARTHA,0.232062089465973,stimuli_raw/wav/Fbhavya2.wav,8,Fbhavya2_8,ENG,31.77,31.39,g,F,Fbhavya,AGA
OthTgt,FNiralee,stimuli_raw/wav/FNiralee2.wav,28.74,29.3642,FNiralee2_8,AGA,8,F,g,ENG,t_0864344,0.30403444553498,stimuli_raw/wav/Mrajesh2.wav,100,Mrajesh2_100,HIN,270.37,269.92046,ɽʱ,M,Mrajesh,ARTHA,0.252941393574427,stimuli_raw/wav/Mnirbhay1.wav,8,Mnirbhay1_8,ENG,47.11,46.7,g,M,Mnirbhay,AGA
TgtOth,FNiralee,stimuli_raw/wav/FNiralee2.wav,28.74,29.3642,FNiralee2_8,AGA,8,F,g,ENG,t_0864434,0.316629028547602,stimuli_raw/wav/Mrajesh2.wav,105,Mrajesh2_105,HIN,281.60484,281.28485,ɽ,M,Mrajesh,ARTA,0.252941393574427,stimuli_raw/wav/Mnirbhay1.wav,8,Mnirbhay1_8,ENG,47.11,46.7,g,M,Mnirbhay,AGA
OthTgt,Mrajesh,stimuli_raw/wav/Mrajesh1.wav,55.35,55.77,Mrajesh1_8,AGA,8,M,g,ENG,t_0968978,0.306510226837454,stimuli_raw/wav/FNiralee1.wav,106,FNiralee1_106,HIN,905.29323,904.87257,ɽ,F,FNiralee,ARTA,0.246804972094844,stimuli_raw/wav/Fbhavya1.wav,8,Fbhavya1_8,ENG,58.61,58.22,g,F,Fbhavya,AGA
