AB_Order,phone_TGT,phone_OTH,speaker_TGT,speaker_OTH,speaker_X,file_TGT,onset_TGT,offset_TGT,item_TGT,word_TGT,interval_TGT,sex_TGT,language_TGT,file_OTH,onset_OTH,offset_OTH,item_OTH,word_OTH,interval_OTH,sex_OTH,language_OTH,file_X,onset_X,offset_X,item_X,word_X,interval_X,sex_X,phone_X,language_X,triplet_id
TgtOth,g,ɳ,Mnirbhay,Mrajesh,FNiralee,stimuli_raw/wav/Mnirbhay2.wav,28.49,28.97,Mnirbhay2_7,AGA,7,M,ENG,stimuli_raw/wav/Mrajesh1.wav,347.74609,348.0846200000001,Mrajesh1_108,ANRA,108,M,HIN,stimuli_raw/wav/FNiralee2.wav,26.4,26.96,FNiralee2_7,AGA,7,F,g,ENG,t_0381904
OthTgt,g,ɳ,Fbhavya,FNiralee,Mrajesh,stimuli_raw/wav/Fbhavya1.wav,56.22,56.618730000000006,Fbhavya1_7,AGA,7,F,ENG,stimuli_raw/wav/FNiralee2.wav,409.34166,409.81447,FNiralee2_108,ANRA,108,F,HIN,stimuli_raw/wav/Mrajesh1.wav,57.22747,57.63011,Mrajesh1_9,AGA,9,M,g,ENG,t_0966963
TgtOth,ɡʱ,kʰ,Fbhavya,FNiralee,Mrajesh,stimuli_raw/wav/Fbhavya1.wav,78.43,78.8573,Fbhavya1_12,AGHA,12,F,HIN,stimuli_raw/wav/FNiralee2.wav,19.69967,20.28724,FNiralee2_5,AKHA,5,F,ENG,stimuli_raw/wav/Mrajesh2.wav,37.54,37.94673,Mrajesh2_12,AGHA,12,M,ɡʱ,HIN,t_0975501
OthTgt,ɡʱ,kʰ,Mnirbhay,Mrajesh,FNiralee,stimuli_raw/wav/Mnirbhay2.wav,43.01,43.54,Mnirbhay2_11,AGHA,11,M,HIN,stimuli_raw/wav/Mrajesh2.wav,22.59172,22.99,Mrajesh2_6,AKHA,6,M,ENG,stimuli_raw/wav/FNiralee2.wav,45.51187,46.10166,FNiralee2_11,AGHA,11,F,ɡʱ,HIN,t_0387251
TgtOth,ɡʱ,g,Mnirbhay,Mrajesh,FNiralee,stimuli_raw/wav/Mnirbhay1.wav,64.51549,65.00944,Mnirbhay1_11,AGHA,11,M,HIN,stimuli_raw/wav/Mrajesh2.wav,28.58212,28.97,Mrajesh2_8,AGA,8,M,ENG,stimuli_raw/wav/FNiralee2.wav,45.51187,46.10166,FNiralee2_11,AGHA,11,F,ɡʱ,HIN,t_0868268
OthTgt,ɡʱ,g,Fbhavya,FNiralee,Mrajesh,stimuli_raw/wav/Fbhavya1.wav,74.46,74.87529,Fbhavya1_10,AGHA,10,F,HIN,stimuli_raw/wav/FNiralee2.wav,28.74,29.3642,FNiralee2_8,AGA,8,F,ENG,stimuli_raw/wav/Mrajesh2.wav,34.12889000000001,34.52,Mrajesh2_10,AGHA,10,M,ɡʱ,HIN,t_0970855
TgtOth,ɡʱ,t͡ʃʰ,Mnirbhay,Mrajesh,FNiralee,stimuli_raw/wav/Mnirbhay2.wav,43.01,43.54,Mnirbhay2_11,AGHA,11,M,HIN,stimuli_raw/wav/Mrajesh1.wav,105.91054,106.35,Mrajesh1_18,ATXHA,18,M,ENG,stimuli_raw/wav/FNiralee2.wav,45.51187,46.10166,FNiralee2_11,AGHA,11,F,ɡʱ,HIN,t_0386477
OthTgt,ɡʱ,t͡ʃʰ,Fbhavya,FNiralee,Mrajesh,stimuli_raw/wav/Fbhavya1.wav,76.48,76.92138,Fbhavya1_11,AGHA,11,F,HIN,stimuli_raw/wav/FNiralee1.wav,141.90668,142.41555,FNiralee1_16,ATXHA,16,F,ENG,stimuli_raw/wav/Mrajesh2.wav,34.12889000000001,34.52,Mrajesh2_10,AGHA,10,M,ɡʱ,HIN,t_0974371
TgtOth,ɡʱ,d͡ʒ,Fbhavya,FNiralee,Mrajesh,stimuli_raw/wav/Fbhavya2.wav,37.60526,38.00178,Fbhavya2_10,AGHA,10,F,HIN,stimuli_raw/wav/FNiralee1.wav,215.872,216.32702,FNiralee1_25,ADXA,25,F,ENG,stimuli_raw/wav/Mrajesh1.wav,71.9268,72.34,Mrajesh1_11,AGHA,11,M,ɡʱ,HIN,t_0491153
OthTgt,ɡʱ,d͡ʒ,Mnirbhay,Mrajesh,FNiralee,stimuli_raw/wav/Mnirbhay2.wav,40.11,40.64,Mnirbhay2_10,AGHA,10,M,HIN,stimuli_raw/wav/Mrajesh1.wav,112.569,112.95,Mrajesh1_21,ADXA,21,M,ENG,stimuli_raw/wav/FNiralee1.wav,108.19187,108.69767,FNiralee1_12,AGHA,12,F,ɡʱ,HIN,t_0384795
TgtOth,ɡʱ,z,Mnirbhay,Mrajesh,FNiralee,stimuli_raw/wav/Mnirbhay2.wav,46.33,46.81,Mnirbhay2_12,AGHA,12,M,HIN,stimuli_raw/wav/Mrajesh1.wav,115.97803,116.38,Mrajesh1_22,AZA,22,M,ENG,stimuli_raw/wav/FNiralee1.wav,108.19187,108.69767,FNiralee1_12,AGHA,12,F,ɡʱ,HIN,t_0388305
OthTgt,ɡʱ,z,Fbhavya,FNiralee,Mrajesh,stimuli_raw/wav/Fbhavya1.wav,74.46,74.87529,Fbhavya1_10,AGHA,10,F,HIN,stimuli_raw/wav/FNiralee2.wav,78.7,79.23749000000002,FNiralee2_22,AZA,22,F,ENG,stimuli_raw/wav/Mrajesh2.wav,35.80924,36.21,Mrajesh2_11,AGHA,11,M,ɡʱ,HIN,t_0970952
TgtOth,ɡʱ,tʰ,Fbhavya,FNiralee,Mrajesh,stimuli_raw/wav/Fbhavya2.wav,37.60526,38.00178,Fbhavya2_10,AGHA,10,F,HIN,stimuli_raw/wav/FNiralee2.wav,151.1213,151.6,FNiralee2_43,ATHA,43,F,ENG,stimuli_raw/wav/Mrajesh1.wav,71.9268,72.34,Mrajesh1_11,AGHA,11,M,ɡʱ,HIN,t_0490001
OthTgt,ɡʱ,tʰ,Mrajesh,Mnirbhay,Fsakshi,stimuli_raw/wav/Mrajesh1.wav,70.14459000000001,70.56,Mrajesh1_10,AGHA,10,M,HIN,stimuli_raw/wav/Mnirbhay2.wav,165.68,166.15,Mnirbhay2_43,ATHA,43,M,ENG,stimuli_raw/wav/Fsakshi1.wav,51.37,51.93,Fsakshi1_10,AGHA,10,F,ɡʱ,HIN,t_0006766
TgtOth,ɡʱ,d,Fbhavya,FNiralee,Mrajesh,stimuli_raw/wav/Fbhavya2.wav,41.59,41.97,Fbhavya2_12,AGHA,12,F,HIN,stimuli_raw/wav/FNiralee2.wav,164.70264,165.19,FNiralee2_48,ADA,48,F,ENG,stimuli_raw/wav/Mrajesh1.wav,73.69,74.05,Mrajesh1_12,AGHA,12,M,ɡʱ,HIN,t_0494742
OthTgt,ɡʱ,d,Mnirbhay,Mrajesh,FNiralee,stimuli_raw/wav/Mnirbhay1.wav,66.42,66.86,Mnirbhay1_12,AGHA,12,M,HIN,stimuli_raw/wav/Mrajesh2.wav,126.92789,127.29,Mrajesh2_46,ADA,46,M,ENG,stimuli_raw/wav/FNiralee1.wav,108.19187,108.69767,FNiralee1_12,AGHA,12,F,ɡʱ,HIN,t_0870276
TgtOth,ɡʱ,n,Fbhavya,FNiralee,Mrajesh,stimuli_raw/wav/Fbhavya2.wav,41.59,41.97,Fbhavya2_12,AGHA,12,F,HIN,stimuli_raw/wav/FNiralee1.wav,416.87951,417.29986,FNiralee1_52,ANA,52,F,ENG,stimuli_raw/wav/Mrajesh1.wav,73.69,74.05,Mrajesh1_12,AGHA,12,M,ɡʱ,HIN,t_0495942
OthTgt,ɡʱ,n,Mnirbhay,Mrajesh,FNiralee,stimuli_raw/wav/Mnirbhay1.wav,66.42,66.86,Mnirbhay1_12,AGHA,12,M,HIN,stimuli_raw/wav/Mrajesh2.wav,147.2,147.64,Mrajesh2_53,ANA,53,M,ENG,stimuli_raw/wav/FNiralee1.wav,103.95576,104.46157,FNiralee1_10,AGHA,10,F,ɡʱ,HIN,t_0870346
TgtOth,ɡʱ,b,FNiralee,Fsakshi,Mnirbhay,stimuli_raw/wav/FNiralee1.wav,106.02601,106.55178,FNiralee1_11,AGHA,11,F,HIN,stimuli_raw/wav/Fsakshi2.wav,264.0,264.37,Fsakshi2_63,ABA,63,F,ENG,stimuli_raw/wav/Mnirbhay1.wav,62.66857,63.11956,Mnirbhay1_10,AGHA,10,M,ɡʱ,HIN,t_0733156
OthTgt,ɡʱ,b,Fbhavya,FNiralee,Mrajesh,stimuli_raw/wav/Fbhavya1.wav,76.48,76.92138,Fbhavya1_11,AGHA,11,F,HIN,stimuli_raw/wav/FNiralee2.wav,208.52112,209.03307,FNiralee2_61,ABA,61,F,ENG,stimuli_raw/wav/Mrajesh2.wav,34.12889000000001,34.52,Mrajesh2_10,AGHA,10,M,ɡʱ,HIN,t_0973435
TgtOth,ɡʱ,m,Fbhavya,FNiralee,Mrajesh,stimuli_raw/wav/Fbhavya2.wav,39.61802,39.98945,Fbhavya2_11,AGHA,11,F,HIN,stimuli_raw/wav/FNiralee2.wav,293.59,294.14,FNiralee2_70,AMA,70,F,ENG,stimuli_raw/wav/Mrajesh1.wav,70.14459000000001,70.56,Mrajesh1_10,AGHA,10,M,ɡʱ,HIN,t_0492520
OthTgt,ɡʱ,m,Mnirbhay,Mrajesh,FNiralee,stimuli_raw/wav/Mnirbhay2.wav,43.01,43.54,Mnirbhay2_11,AGHA,11,M,HIN,stimuli_raw/wav/Mrajesh1.wav,240.72,241.05,Mrajesh1_68,AMA,68,M,ENG,stimuli_raw/wav/FNiralee1.wav,108.19187,108.69767,FNiralee1_12,AGHA,12,F,ɡʱ,HIN,t_0386865
TgtOth,ɡʱ,j,Mnirbhay,Mrajesh,FNiralee,stimuli_raw/wav/Mnirbhay1.wav,64.51549,65.00944,Mnirbhay1_11,AGHA,11,M,HIN,stimuli_raw/wav/Mrajesh2.wav,191.09,191.54,Mrajesh2_70,AJA,70,M,ENG,stimuli_raw/wav/FNiralee2.wav,45.51187,46.10166,FNiralee2_11,AGHA,11,F,ɡʱ,HIN,t_0868736
OthTgt,ɡʱ,j,Fbhavya,FNiralee,Mrajesh,stimuli_raw/wav/Fbhavya1.wav,74.46,74.87529,Fbhavya1_10,AGHA,10,F,HIN,stimuli_raw/wav/FNiralee2.wav,238.07,238.51,FNiralee2_67,AJA,67,F,ENG,stimuli_raw/wav/Mrajesh1.wav,70.14459000000001,70.56,Mrajesh1_10,AGHA,10,M,ɡʱ,HIN,t_0971125
TgtOth,ɡʱ,ɾ,Mnirbhay,Mrajesh,FNiralee,stimuli_raw/wav/Mnirbhay1.wav,64.51549,65.00944,Mnirbhay1_11,AGHA,11,M,HIN,stimuli_raw/wav/Mrajesh1.wav,254.44351,254.83,Mrajesh1_73,ARA,73,M,ENG,stimuli_raw/wav/FNiralee1.wav,103.95576,104.46157,FNiralee1_10,AGHA,10,F,ɡʱ,HIN,t_0867934
OthTgt,ɡʱ,ɾ,Fbhavya,FNiralee,Mrajesh,stimuli_raw/wav/Fbhavya1.wav,78.43,78.8573,Fbhavya1_12,AGHA,12,F,HIN,stimuli_raw/wav/FNiralee2.wav,307.58,308.06,FNiralee2_75,ARA,75,F,ENG,stimuli_raw/wav/Mrajesh2.wav,37.54,37.94673,Mrajesh2_12,AGHA,12,M,ɡʱ,HIN,t_0975909
