AB_Order,phone_TGT,phone_OTH,speaker_TGT,speaker_OTH,speaker_X,file_TGT,onset_TGT,offset_TGT,item_TGT,word_TGT,interval_TGT,sex_TGT,language_TGT,file_OTH,onset_OTH,offset_OTH,item_OTH,word_OTH,interval_OTH,sex_OTH,language_OTH,file_X,onset_X,offset_X,item_X,word_X,interval_X,sex_X,phone_X,language_X,triplet_id
TgtOth,ɡʱ,l,Fbhavya,FNiralee,Mrajesh,stimuli_raw/wav/Fbhavya1.wav,78.43,78.8573,Fbhavya1_12,AGHA,12,F,HIN,stimuli_raw/wav/FNiralee2.wav,311.10414,311.56919,FNiralee2_76,ALA,76,F,ENG,stimuli_raw/wav/Mrajesh1.wav,73.69,74.05,Mrajesh1_12,AGHA,12,M,ɡʱ,HIN,t_0975915
OthTgt,ɡʱ,l,Mnirbhay,Mrajesh,FNiralee,stimuli_raw/wav/Mnirbhay2.wav,40.11,40.64,Mnirbhay2_10,AGHA,10,M,HIN,stimuli_raw/wav/Mrajesh2.wav,207.35909,207.72,Mrajesh2_77,ALA,77,M,ENG,stimuli_raw/wav/FNiralee1.wav,103.95576,104.46157,FNiralee1_10,AGHA,10,F,ɡʱ,HIN,t_0386143
TgtOth,ɡʱ,ʃ,Fbhavya,FNiralee,Mrajesh,stimuli_raw/wav/Fbhavya1.wav,74.46,74.87529,Fbhavya1_10,AGHA,10,F,HIN,stimuli_raw/wav/FNiralee1.wav,649.4161,649.87823,FNiralee1_83,AXA,83,F,ENG,stimuli_raw/wav/Mrajesh2.wav,34.12889000000001,34.52,Mrajesh2_10,AGHA,10,M,ɡʱ,HIN,t_0972475
OthTgt,ɡʱ,ʃ,Mnirbhay,Mrajesh,FNiralee,stimuli_raw/wav/Mnirbhay1.wav,62.66857,63.11956,Mnirbhay1_10,AGHA,10,M,HIN,stimuli_raw/wav/Mrajesh2.wav,226.96,227.29,Mrajesh2_84,AXA,84,M,ENG,stimuli_raw/wav/FNiralee2.wav,48.25,48.88396,FNiralee2_12,AGHA,12,F,ɡʱ,HIN,t_0867189
TgtOth,ɡʱ,s,Mnirbhay,Mrajesh,FNiralee,stimuli_raw/wav/Mnirbhay2.wav,46.33,46.81,Mnirbhay2_12,AGHA,12,M,HIN,stimuli_raw/wav/Mrajesh2.wav,240.12,240.59,Mrajesh2_89,ASA,89,M,ENG,stimuli_raw/wav/FNiralee2.wav,45.51187,46.10166,FNiralee2_11,AGHA,11,F,ɡʱ,HIN,t_0389735
OthTgt,ɡʱ,s,Fbhavya,FNiralee,Mrajesh,stimuli_raw/wav/Fbhavya2.wav,39.61802,39.98945,Fbhavya2_11,AGHA,11,F,HIN,stimuli_raw/wav/FNiralee1.wav,696.1034,696.60946,FNiralee1_89,ASA,89,F,ENG,stimuli_raw/wav/Mrajesh1.wav,73.69,74.05,Mrajesh1_12,AGHA,12,M,ɡʱ,HIN,t_0493866
TgtOth,ɡʱ,ɦ,Mnirbhay,Mrajesh,FNiralee,stimuli_raw/wav/Mnirbhay2.wav,46.33,46.81,Mnirbhay2_12,AGHA,12,M,HIN,stimuli_raw/wav/Mrajesh1.wav,306.15,306.58,Mrajesh1_92,AHHA,92,M,ENG,stimuli_raw/wav/FNiralee1.wav,108.19187,108.69767,FNiralee1_12,AGHA,12,F,ɡʱ,HIN,t_0388935
OthTgt,ɡʱ,ɦ,Fbhavya,FNiralee,Mrajesh,stimuli_raw/wav/Fbhavya2.wav,41.59,41.97,Fbhavya2_12,AGHA,12,F,HIN,stimuli_raw/wav/FNiralee1.wav,713.12009,713.6301900000002,FNiralee1_92,AHHA,92,F,ENG,stimuli_raw/wav/Mrajesh1.wav,71.9268,72.34,Mrajesh1_11,AGHA,11,M,ɡʱ,HIN,t_0496241
TgtOth,t͡ʃʰ,ɡʱ,Fbhavya,FNiralee,Mrajesh,stimuli_raw/wav/Fbhavya2.wav,58.67,59.07796,Fbhavya2_18,ATXHA,18,F,ENG,stimuli_raw/wav/FNiralee2.wav,42.97959,43.52451,FNiralee2_10,AGHA,10,F,HIN,stimuli_raw/wav/Mrajesh1.wav,102.34576,102.75,Mrajesh1_16,ATXHA,16,M,t͡ʃʰ,ENG,t_0499624
OthTgt,t͡ʃʰ,ɡʱ,FNiralee,Fsakshi,Mrajesh,stimuli_raw/wav/FNiralee2.wav,63.48,64.0105,FNiralee2_17,ATXHA,17,F,ENG,stimuli_raw/wav/Fsakshi1.wav,53.77,54.25,Fsakshi1_11,AGHA,11,F,HIN,stimuli_raw/wav/Mrajesh2.wav,52.23788,52.59264,Mrajesh2_18,ATXHA,18,M,t͡ʃʰ,ENG,t_0121809
TgtOth,t͡ʃʰ,d͡ʒʱ,Mnirbhay,Mrajesh,FNiralee,stimuli_raw/wav/Mnirbhay2.wav,61.44,61.96,Mnirbhay2_16,ATXHA,16,M,ENG,stimuli_raw/wav/Mrajesh2.wav,74.65066,74.9988,Mrajesh2_25,ADXHA,25,M,HIN,stimuli_raw/wav/FNiralee1.wav,144.06573,144.56335,FNiralee1_17,ATXHA,17,F,t͡ʃʰ,ENG,t_0390410
OthTgt,t͡ʃʰ,d͡ʒʱ,Fbhavya,FNiralee,Mrajesh,stimuli_raw/wav/Fbhavya2.wav,58.67,59.07796,Fbhavya2_18,ATXHA,18,F,ENG,stimuli_raw/wav/FNiralee2.wav,93.5,94.09103,FNiralee2_25,ADXHA,25,F,HIN,stimuli_raw/wav/Mrajesh1.wav,104.15402,104.55,Mrajesh1_17,ATXHA,17,M,t͡ʃʰ,ENG,t_0499661
TgtOth,t͡ʃʰ,ʈʰ,Mnirbhay,Mrajesh,FNiralee,stimuli_raw/wav/Mnirbhay2.wav,64.26,64.81,Mnirbhay2_17,ATXHA,17,M,ENG,stimuli_raw/wav/Mrajesh2.wav,92.80223,93.2,Mrajesh2_33,ATRHA,33,M,HIN,stimuli_raw/wav/FNiralee1.wav,144.06573,144.56335,FNiralee1_17,ATXHA,17,F,t͡ʃʰ,ENG,t_0391562
OthTgt,t͡ʃʰ,ʈʰ,Fbhavya,FNiralee,Mrajesh,stimuli_raw/wav/Fbhavya2.wav,54.46,54.86326,Fbhavya2_16,ATXHA,16,F,ENG,stimuli_raw/wav/FNiralee1.wav,260.56219,261.06865,FNiralee1_33,ATRHA,33,F,HIN,stimuli_raw/wav/Mrajesh1.wav,102.34576,102.75,Mrajesh1_16,ATXHA,16,M,t͡ʃʰ,ENG,t_0497608
TgtOth,t͡ʃʰ,ɖ,Fbhavya,FNiralee,Mrajesh,stimuli_raw/wav/Fbhavya2.wav,58.67,59.07796,Fbhavya2_18,ATXHA,18,F,ENG,stimuli_raw/wav/FNiralee1.wav,278.36311,278.81684,FNiralee1_35,ADRA,35,F,HIN,stimuli_raw/wav/Mrajesh1.wav,105.91054,106.35,Mrajesh1_18,ATXHA,18,M,t͡ʃʰ,ENG,t_0500418
OthTgt,t͡ʃʰ,ɖ,Mnirbhay,Mrajesh,FNiralee,stimuli_raw/wav/Mnirbhay1.wav,103.61,104.07,Mnirbhay1_16,ATXHA,16,M,ENG,stimuli_raw/wav/Mrajesh1.wav,147.26092,147.63,Mrajesh1_35,ADRA,35,M,HIN,stimuli_raw/wav/FNiralee1.wav,141.90668,142.41555,FNiralee1_16,ATXHA,16,F,t͡ʃʰ,ENG,t_0870976
TgtOth,t͡ʃʰ,ɖʱ,Mnirbhay,Mrajesh,FNiralee,stimuli_raw/wav/Mnirbhay1.wav,105.58,106.04,Mnirbhay1_17,ATXHA,17,M,ENG,stimuli_raw/wav/Mrajesh1.wav,154.30132,154.69,Mrajesh1_38,ADRHA,38,M,HIN,stimuli_raw/wav/FNiralee2.wav,65.87,66.37063,FNiralee2_18,ATXHA,18,F,t͡ʃʰ,ENG,t_0872085
OthTgt,t͡ʃʰ,ɖʱ,Fbhavya,FNiralee,Mrajesh,stimuli_raw/wav/Fbhavya1.wav,136.90851,137.37327,Fbhavya1_18,ATXHA,18,F,ENG,stimuli_raw/wav/FNiralee2.wav,137.22415,137.75,FNiralee2_39,ADRHA,39,F,HIN,stimuli_raw/wav/Mrajesh2.wav,52.23788,52.59264,Mrajesh2_18,ATXHA,18,M,t͡ʃʰ,ENG,t_0980781
TgtOth,t͡ʃʰ,dʱ,Fbhavya,FNiralee,Mrajesh,stimuli_raw/wav/Fbhavya2.wav,54.46,54.86326,Fbhavya2_16,ATXHA,16,F,ENG,stimuli_raw/wav/FNiralee1.wav,399.4068,399.89415,FNiralee1_50,ADHA,50,F,HIN,stimuli_raw/wav/Mrajesh2.wav,48.77009,49.17363,Mrajesh2_16,ATXHA,16,M,t͡ʃʰ,ENG,t_0497710
OthTgt,t͡ʃʰ,dʱ,Mnirbhay,Mrajesh,FNiralee,stimuli_raw/wav/Mnirbhay1.wav,107.51,107.97,Mnirbhay1_18,ATXHA,18,M,ENG,stimuli_raw/wav/Mrajesh2.wav,137.93788,138.28,Mrajesh2_49,ADHA,49,M,HIN,stimuli_raw/wav/FNiralee2.wav,65.87,66.37063,FNiralee2_18,ATXHA,18,F,t͡ʃʰ,ENG,t_0873723
TgtOth,t͡ʃʰ,bʱ,Fbhavya,FNiralee,Mrajesh,stimuli_raw/wav/Fbhavya2.wav,58.67,59.07796,Fbhavya2_18,ATXHA,18,F,ENG,stimuli_raw/wav/FNiralee1.wav,496.92613,497.37098,FNiralee1_65,ABHA,65,F,HIN,stimuli_raw/wav/Mrajesh1.wav,105.91054,106.35,Mrajesh1_18,ATXHA,18,M,t͡ʃʰ,ENG,t_0500526
OthTgt,t͡ʃʰ,bʱ,Mnirbhay,Mrajesh,FNiralee,stimuli_raw/wav/Mnirbhay2.wav,67.22,67.7,Mnirbhay2_18,ATXHA,18,M,ENG,stimuli_raw/wav/Mrajesh2.wav,180.16218,180.53,Mrajesh2_66,ABHA,66,M,HIN,stimuli_raw/wav/FNiralee1.wav,141.90668,142.41555,FNiralee1_16,ATXHA,16,F,t͡ʃʰ,ENG,t_0392839
TgtOth,t͡ʃʰ,ɽʱ,Fbhavya,FNiralee,Mrajesh,stimuli_raw/wav/Fbhavya1.wav,136.90851,137.37327,Fbhavya1_18,ATXHA,18,F,ENG,stimuli_raw/wav/FNiralee1.wav,887.9046599999998,888.3824800000001,FNiralee1_103,ARTHA,103,F,HIN,stimuli_raw/wav/Mrajesh2.wav,48.77009,49.17363,Mrajesh2_16,ATXHA,16,M,t͡ʃʰ,ENG,t_0981535
OthTgt,t͡ʃʰ,ɽʱ,Mnirbhay,Mrajesh,FNiralee,stimuli_raw/wav/Mnirbhay1.wav,105.58,106.04,Mnirbhay1_17,ATXHA,17,M,ENG,stimuli_raw/wav/Mrajesh2.wav,269.92046,270.37,Mrajesh2_100,ARTHA,100,M,HIN,stimuli_raw/wav/FNiralee1.wav,146.14092,146.63,FNiralee1_18,ATXHA,18,F,t͡ʃʰ,ENG,t_0872778
TgtOth,t͡ʃʰ,ɽ,Mnirbhay,Mrajesh,FNiralee,stimuli_raw/wav/Mnirbhay2.wav,61.44,61.96,Mnirbhay2_16,ATXHA,16,M,ENG,stimuli_raw/wav/Mrajesh1.wav,338.33398,338.69898,Mrajesh1_104,ARTA,104,M,HIN,stimuli_raw/wav/FNiralee1.wav,144.06573,144.56335,FNiralee1_17,ATXHA,17,F,t͡ʃʰ,ENG,t_0390266
OthTgt,t͡ʃʰ,ɽ,Fbhavya,FNiralee,Mrajesh,stimuli_raw/wav/Fbhavya1.wav,136.90851,137.37327,Fbhavya1_18,ATXHA,18,F,ENG,stimuli_raw/wav/FNiralee2.wav,398.96571,399.37433,FNiralee2_104,ARTA,104,F,HIN,stimuli_raw/wav/Mrajesh2.wav,48.77009,49.17363,Mrajesh2_16,ATXHA,16,M,t͡ʃʰ,ENG,t_0980899
TgtOth,t͡ʃʰ,ɳ,Mnirbhay,Mrajesh,FNiralee,stimuli_raw/wav/Mnirbhay2.wav,61.44,61.96,Mnirbhay2_16,ATXHA,16,M,ENG,stimuli_raw/wav/Mrajesh2.wav,287.6250100000001,288.00268,Mrajesh2_108,ANRA,108,M,HIN,stimuli_raw/wav/FNiralee1.wav,141.90668,142.41555,FNiralee1_16,ATXHA,16,F,t͡ʃʰ,ENG,t_0390877
OthTgt,t͡ʃʰ,ɳ,Fbhavya,FNiralee,Mrajesh,stimuli_raw/wav/Fbhavya2.wav,54.46,54.86326,Fbhavya2_16,ATXHA,16,F,ENG,stimuli_raw/wav/FNiralee1.wav,924.61698,925.04307,FNiralee1_110,ANRA,110,F,HIN,stimuli_raw/wav/Mrajesh2.wav,52.23788,52.59264,Mrajesh2_18,ATXHA,18,M,t͡ʃʰ,ENG,t_0497856
TgtOth,d͡ʒ,ɡʱ,Mnirbhay,Mrajesh,FNiralee,stimuli_raw/wav/Mnirbhay2.wav,70.85,71.29,Mnirbhay2_19,ADXA,19,M,ENG,stimuli_raw/wav/Mrajesh2.wav,37.54,37.94673,Mrajesh2_12,AGHA,12,M,HIN,stimuli_raw/wav/FNiralee1.wav,164.24,164.8,FNiralee1_21,ADXA,21,F,d͡ʒ,ENG,t_0393672
OthTgt,d͡ʒ,ɡʱ,Fbhavya,FNiralee,Mrajesh,stimuli_raw/wav/Fbhavya2.wav,65.26,65.65195,Fbhavya2_20,ADXA,20,F,ENG,stimuli_raw/wav/FNiralee2.wav,45.51187,46.10166,FNiralee2_11,AGHA,11,F,HIN,stimuli_raw/wav/Mrajesh2.wav,59.98104,60.35148,Mrajesh2_21,ADXA,21,M,d͡ʒ,ENG,t_0502546
TgtOth,d͡ʒ,d͡ʒʱ,Fbhavya,FNiralee,Mrajesh,stimuli_raw/wav/Fbhavya1.wav,153.72406,154.12736999999996,Fbhavya1_20,ADXA,20,F,ENG,stimuli_raw/wav/FNiralee2.wav,95.94,96.49,FNiralee2_26,ADXHA,26,F,HIN,stimuli_raw/wav/Mrajesh2.wav,56.541880000000006,56.920730000000006,Mrajesh2_19,ADXA,19,M,d͡ʒ,ENG,t_0983564
OthTgt,d͡ʒ,d͡ʒʱ,Mnirbhay,Mrajesh,FNiralee,stimuli_raw/wav/Mnirbhay1.wav,124.84,125.29,Mnirbhay1_19,ADXA,19,M,ENG,stimuli_raw/wav/Mrajesh1.wav,124.77549,125.18796,Mrajesh1_26,ADXHA,26,M,HIN,stimuli_raw/wav/FNiralee1.wav,160.07458,160.54616,FNiralee1_19,ADXA,19,F,d͡ʒ,ENG,t_0874063
TgtOth,d͡ʒ,ʈʰ,Mnirbhay,Mrajesh,FNiralee,stimuli_raw/wav/Mnirbhay2.wav,73.9,74.32,Mnirbhay2_20,ADXA,20,M,ENG,stimuli_raw/wav/Mrajesh2.wav,90.98209,91.36,Mrajesh2_32,ATRHA,32,M,HIN,stimuli_raw/wav/FNiralee2.wav,69.84,70.31638000000001,FNiralee2_19,ADXA,19,F,d͡ʒ,ENG,t_0395005
OthTgt,d͡ʒ,ʈʰ,Fbhavya,FNiralee,Mrajesh,stimuli_raw/wav/Fbhavya1.wav,151.8021,152.18549,Fbhavya1_19,ADXA,19,F,ENG,stimuli_raw/wav/FNiralee2.wav,117.36769,117.9,FNiralee2_32,ATRHA,32,F,HIN,stimuli_raw/wav/Mrajesh2.wav,58.29303,58.66768,Mrajesh2_20,ADXA,20,M,d͡ʒ,ENG,t_0982096
TgtOth,d͡ʒ,ɖ,Mnirbhay,Mrajesh,FNiralee,stimuli_raw/wav/Mnirbhay2.wav,70.85,71.29,Mnirbhay2_19,ADXA,19,M,ENG,stimuli_raw/wav/Mrajesh2.wav,100.21526,100.55,Mrajesh2_36,ADRA,36,M,HIN,stimuli_raw/wav/FNiralee2.wav,74.57,75.07600000000001,FNiralee2_21,ADXA,21,F,d͡ʒ,ENG,t_0393852
OthTgt,d͡ʒ,ɖ,Fbhavya,FNiralee,Mrajesh,stimuli_raw/wav/Fbhavya2.wav,65.26,65.65195,Fbhavya2_20,ADXA,20,F,ENG,stimuli_raw/wav/FNiralee1.wav,278.36311,278.81684,FNiralee1_35,ADRA,35,F,HIN,stimuli_raw/wav/Mrajesh1.wav,108.90505,109.36,Mrajesh1_19,ADXA,19,M,d͡ʒ,ENG,t_0503382
TgtOth,d͡ʒ,ɖʱ,Fbhavya,FNiralee,Mrajesh,stimuli_raw/wav/Fbhavya1.wav,151.8021,152.18549,Fbhavya1_19,ADXA,19,F,ENG,stimuli_raw/wav/FNiralee2.wav,134.74537,135.24376,FNiralee2_38,ADRHA,38,F,HIN,stimuli_raw/wav/Mrajesh1.wav,108.90505,109.36,Mrajesh1_19,ADXA,19,M,d͡ʒ,ENG,t_0982166
OthTgt,d͡ʒ,ɖʱ,Mnirbhay,Mrajesh,FNiralee,stimuli_raw/wav/Mnirbhay1.wav,124.84,125.29,Mnirbhay1_19,ADXA,19,M,ENG,stimuli_raw/wav/Mrajesh1.wav,154.30132,154.69,Mrajesh1_38,ADRHA,38,M,HIN,stimuli_raw/wav/FNiralee1.wav,215.872,216.32702,FNiralee1_25,ADXA,25,F,d͡ʒ,ENG,t_0874255
TgtOth,d͡ʒ,dʱ,Fbhavya,FNiralee,Mrajesh,stimuli_raw/wav/Fbhavya1.wav,151.8021,152.18549,Fbhavya1_19,ADXA,19,F,ENG,stimuli_raw/wav/FNiralee2.wav,178.52405,179.07,FNiralee2_51,ADHA,51,F,HIN,stimuli_raw/wav/Mrajesh2.wav,59.98104,60.35148,Mrajesh2_21,ADXA,21,M,d͡ʒ,ENG,t_0982227
OthTgt,d͡ʒ,dʱ,Mnirbhay,Mrajesh,FNiralee,stimuli_raw/wav/Mnirbhay2.wav,70.85,71.29,Mnirbhay2_19,ADXA,19,M,ENG,stimuli_raw/wav/Mrajesh2.wav,139.80311,140.11,Mrajesh2_50,ADHA,50,M,HIN,stimuli_raw/wav/FNiralee1.wav,162.05628000000004,162.51196000000004,FNiralee1_20,ADXA,20,F,d͡ʒ,ENG,t_0393965
TgtOth,d͡ʒ,bʱ,Fbhavya,FNiralee,Mrajesh,stimuli_raw/wav/Fbhavya1.wav,153.72406,154.12736999999996,Fbhavya1_20,ADXA,20,F,ENG,stimuli_raw/wav/FNiralee1.wav,496.92613,497.37098,FNiralee1_65,ABHA,65,F,HIN,stimuli_raw/wav/Mrajesh1.wav,110.78631,111.19,Mrajesh1_20,ADXA,20,M,d͡ʒ,ENG,t_0984481
OthTgt,d͡ʒ,bʱ,Mnirbhay,Mrajesh,FNiralee,stimuli_raw/wav/Mnirbhay1.wav,126.89,127.32,Mnirbhay1_20,ADXA,20,M,ENG,stimuli_raw/wav/Mrajesh1.wav,232.25019,232.68,Mrajesh1_65,ABHA,65,M,HIN,stimuli_raw/wav/FNiralee1.wav,215.872,216.32702,FNiralee1_25,ADXA,25,F,d͡ʒ,ENG,t_0875620
TgtOth,d͡ʒ,ɽʱ,FNiralee,Fbhavya,Mrajesh,stimuli_raw/wav/FNiralee1.wav,219.92717,220.37719,FNiralee1_27,ADXA,27,F,ENG,stimuli_raw/wav/Fbhavya1.wav,654.86252,655.25808,Fbhavya1_105,ARTHA,105,F,HIN,stimuli_raw/wav/Mrajesh2.wav,58.29303,58.66768,Mrajesh2_20,ADXA,20,M,d͡ʒ,ENG,t_0755042
OthTgt,d͡ʒ,ɽʱ,Fbhavya,FNiralee,Mrajesh,stimuli_raw/wav/Fbhavya1.wav,151.8021,152.18549,Fbhavya1_19,ADXA,19,F,ENG,stimuli_raw/wav/FNiralee2.wav,387.58306,388.05287,FNiralee2_101,ARTHA,101,F,HIN,stimuli_raw/wav/Mrajesh1.wav,122.84,123.28,Mrajesh1_25,ADXA,25,M,d͡ʒ,ENG,t_0982273
TgtOth,d͡ʒ,ɽ,Fbhavya,FNiralee,Mrajesh,stimuli_raw/wav/Fbhavya1.wav,155.72,156.16386,Fbhavya1_21,ADXA,21,F,ENG,stimuli_raw/wav/FNiralee1.wav,909.12643,909.54182,FNiralee1_108,ARTA,108,F,HIN,stimuli_raw/wav/Mrajesh1.wav,108.90505,109.36,Mrajesh1_19,ADXA,19,M,d͡ʒ,ENG,t_0986079
OthTgt,d͡ʒ,ɽ,Mnirbhay,Mrajesh,FNiralee,stimuli_raw/wav/Mnirbhay2.wav,70.85,71.29,Mnirbhay2_19,ADXA,19,M,ENG,stimuli_raw/wav/Mrajesh2.wav,281.28485,281.60484,Mrajesh2_105,ARTA,105,M,HIN,stimuli_raw/wav/FNiralee1.wav,164.24,164.8,FNiralee1_21,ADXA,21,F,d͡ʒ,ENG,t_0394176
TgtOth,d͡ʒ,ɳ,Mnirbhay,Mrajesh,FNiralee,stimuli_raw/wav/Mnirbhay2.wav,77.2,77.64,Mnirbhay2_21,ADXA,21,M,ENG,stimuli_raw/wav/Mrajesh1.wav,344.12769,344.54976,Mrajesh1_106,ANRA,106,M,HIN,stimuli_raw/wav/FNiralee1.wav,164.24,164.8,FNiralee1_21,ADXA,21,F,d͡ʒ,ENG,t_0396045
OthTgt,d͡ʒ,ɳ,Fbhavya,FNiralee,Mrajesh,stimuli_raw/wav/Fbhavya1.wav,151.8021,152.18549,Fbhavya1_19,ADXA,19,F,ENG,stimuli_raw/wav/FNiralee2.wav,409.34166,409.81447,FNiralee2_108,ANRA,108,F,HIN,stimuli_raw/wav/Mrajesh1.wav,110.78631,111.19,Mrajesh1_20,ADXA,20,M,d͡ʒ,ENG,t_0982362
TgtOth,z,ɡʱ,Mnirbhay,Mrajesh,FNiralee,stimuli_raw/wav/Mnirbhay2.wav,84.55,85.06,Mnirbhay2_23,AZA,23,M,ENG,stimuli_raw/wav/Mrajesh1.wav,73.69,74.05,Mrajesh1_12,AGHA,12,M,HIN,stimuli_raw/wav/FNiralee2.wav,83.33,83.89451,FNiralee2_24,AZA,24,F,z,ENG,t_0397827
OthTgt,z,ɡʱ,Fbhavya,FNiralee,Mrajesh,stimuli_raw/wav/Fbhavya1.wav,172.56226999999996,172.99696,Fbhavya1_23,AZA,23,F,ENG,stimuli_raw/wav/FNiralee1.wav,106.02601,106.55178,FNiralee1_11,AGHA,11,F,HIN,stimuli_raw/wav/Mrajesh1.wav,115.97803,116.38,Mrajesh1_22,AZA,22,M,z,ENG,t_0988633
TgtOth,z,d͡ʒʱ,Mnirbhay,Mrajesh,FNiralee,stimuli_raw/wav/Mnirbhay1.wav,149.46,149.99,Mnirbhay1_24,AZA,24,M,ENG,stimuli_raw/wav/Mrajesh1.wav,126.66433,127.06,Mrajesh1_27,ADXHA,27,M,HIN,stimuli_raw/wav/FNiralee2.wav,83.33,83.89451,FNiralee2_24,AZA,24,F,z,ENG,t_0879906
OthTgt,z,d͡ʒʱ,Fbhavya,FNiralee,Mrajesh,stimuli_raw/wav/Fbhavya1.wav,170.38181,170.79595,Fbhavya1_22,AZA,22,F,ENG,stimuli_raw/wav/FNiralee2.wav,93.5,94.09103,FNiralee2_25,ADXHA,25,F,HIN,stimuli_raw/wav/Mrajesh2.wav,67.66686,68.05261,Mrajesh2_24,AZA,24,M,z,ENG,t_0986565
TgtOth,z,ʈʰ,Fbhavya,FNiralee,Mrajesh,stimuli_raw/wav/Fbhavya1.wav,170.38181,170.79595,Fbhavya1_22,AZA,22,F,ENG,stimuli_raw/wav/FNiralee2.wav,119.82004,120.37226,FNiralee2_33,ATRHA,33,F,HIN,stimuli_raw/wav/Mrajesh2.wav,64.18,64.56329000000001,Mrajesh2_22,AZA,22,M,z,ENG,t_0986623
OthTgt,z,ʈʰ,Mnirbhay,Mrajesh,FNiralee,stimuli_raw/wav/Mnirbhay2.wav,87.85,88.36,Mnirbhay2_24,AZA,24,M,ENG,stimuli_raw/wav/Mrajesh2.wav,89.14985,89.57,Mrajesh2_31,ATRHA,31,M,HIN,stimuli_raw/wav/FNiralee2.wav,81.11,81.65612,FNiralee2_23,AZA,23,F,z,ENG,t_0399482
TgtOth,z,ɖ,Mnirbhay,Mrajesh,FNiralee,stimuli_raw/wav/Mnirbhay1.wav,149.46,149.99,Mnirbhay1_24,AZA,24,M,ENG,stimuli_raw/wav/Mrajesh2.wav,100.21526,100.55,Mrajesh2_36,ADRA,36,M,HIN,stimuli_raw/wav/FNiralee1.wav,191.04058,191.49146,FNiralee1_24,AZA,24,F,z,ENG,t_0880563
OthTgt,z,ɖ,Fbhavya,FNiralee,Mrajesh,stimuli_raw/wav/Fbhavya2.wav,76.34,76.75981999999998,Fbhavya2_24,AZA,24,F,ENG,stimuli_raw/wav/FNiralee2.wav,123.68566,124.1817,FNiralee2_34,ADRA,34,F,HIN,stimuli_raw/wav/Mrajesh1.wav,115.97803,116.38,Mrajesh1_22,AZA,22,M,z,ENG,t_0508432
TgtOth,z,ɖʱ,Fbhavya,FNiralee,Mrajesh,stimuli_raw/wav/Fbhavya1.wav,174.79101,175.15,Fbhavya1_24,AZA,24,F,ENG,stimuli_raw/wav/FNiralee2.wav,137.22415,137.75,FNiralee2_39,ADRHA,39,F,HIN,stimuli_raw/wav/Mrajesh2.wav,65.89,66.28603000000001,Mrajesh2_23,AZA,23,M,z,ENG,t_0989480
OthTgt,z,ɖʱ,Mnirbhay,Mrajesh,FNiralee,stimuli_raw/wav/Mnirbhay1.wav,145.45592,145.54,Mnirbhay1_22,AZA,22,M,ENG,stimuli_raw/wav/Mrajesh2.wav,105.49903,105.91,Mrajesh2_38,ADRHA,38,M,HIN,stimuli_raw/wav/FNiralee2.wav,78.7,79.23749000000002,FNiralee2_22,AZA,22,F,z,ENG,t_0878464
TgtOth,z,dʱ,Fbhavya,FNiralee,Mrajesh,stimuli_raw/wav/Fbhavya1.wav,172.56226999999996,172.99696,Fbhavya1_23,AZA,23,F,ENG,stimuli_raw/wav/FNiralee1.wav,397.21643,397.74569,FNiralee1_49,ADHA,49,F,HIN,stimuli_raw/wav/Mrajesh1.wav,117.79049,118.17,Mrajesh1_23,AZA,23,M,z,ENG,t_0988766
OthTgt,z,dʱ,Mnirbhay,Mrajesh,FNiralee,stimuli_raw/wav/Mnirbhay2.wav,87.85,88.36,Mnirbhay2_24,AZA,24,M,ENG,stimuli_raw/wav/Mrajesh2.wav,139.80311,140.11,Mrajesh2_50,ADHA,50,M,HIN,stimuli_raw/wav/FNiralee1.wav,188.88816,189.40346,FNiralee1_23,AZA,23,F,z,ENG,t_0399671
TgtOth,z,bʱ,Mnirbhay,Mrajesh,FNiralee,stimuli_raw/wav/Mnirbhay1.wav,149.46,149.99,Mnirbhay1_24,AZA,24,M,ENG,stimuli_raw/wav/Mrajesh2.wav,176.5892,176.98,Mrajesh2_64,ABHA,64,M,HIN,stimuli_raw/wav/FNiralee2.wav,78.7,79.23749000000002,FNiralee2_22,AZA,22,F,z,ENG,t_0880678
OthTgt,z,bʱ,Fbhavya,FNiralee,Mrajesh,stimuli_raw/wav/Fbhavya2.wav,71.49,71.9246,Fbhavya2_22,AZA,22,F,ENG,stimuli_raw/wav/FNiralee2.wav,231.85597,232.33,FNiralee2_65,ABHA,65,F,HIN,stimuli_raw/wav/Mrajesh2.wav,64.18,64.56329000000001,Mrajesh2_22,AZA,22,M,z,ENG,t_0505774
TgtOth,z,ɽʱ,Fbhavya,FNiralee,Mrajesh,stimuli_raw/wav/Fbhavya1.wav,170.38181,170.79595,Fbhavya1_22,AZA,22,F,ENG,stimuli_raw/wav/FNiralee2.wav,387.58306,388.05287,FNiralee2_101,ARTHA,101,F,HIN,stimuli_raw/wav/Mrajesh1.wav,115.97803,116.38,Mrajesh1_22,AZA,22,M,z,ENG,t_0986773
OthTgt,z,ɽʱ,Mnirbhay,Mrajesh,FNiralee,stimuli_raw/wav/Mnirbhay1.wav,147.14869,147.63,Mnirbhay1_23,AZA,23,M,ENG,stimuli_raw/wav/Mrajesh1.wav,326.93403,327.33848,Mrajesh1_100,ARTHA,100,M,HIN,stimuli_raw/wav/FNiralee2.wav,83.33,83.89451,FNiralee2_24,AZA,24,F,z,ENG,t_0879132
