phone_1,phone_2,language_1,AB_Order,speaker_1,file_1,onset_1,offset_1,item_1,word_1,interval_1,sex_1,triplet_id,target_other,file_2,interval_2,item_2,language_2,offset_2,onset_2,sex_2,speaker_2,word_2,distance
n,n,ENG,OthTgt,FNiralee,stimuli_raw/wav/FNiralee2.wav,187.14128,187.65,FNiralee2_54,ANA,54,F,t_0431874,TGT,stimuli_raw/wav/Mnirbhay2.wav,52,Mnirbhay2_52,ENG,205.31,204.85,M,Mnirbhay,ANA,0.21504515760772905
s,s,ENG,OthTgt,FNiralee,stimuli_raw/wav/FNiralee2.wav,350.17028,350.62834,FNiralee2_89,ASA,89,F,t_0462137,TGT,stimuli_raw/wav/Mnirbhay2.wav,90,Mnirbhay2_90,ENG,358.93,358.36,M,Mnirbhay,ASA,0.2215131674420717
tʰ,tʰ,ENG,TgtOth,FNiralee,stimuli_raw/wav/FNiralee2.wav,155.72736,156.25828,FNiralee2_45,ATHA,45,F,t_0903279,TGT,stimuli_raw/wav/Mnirbhay1.wav,45,Mnirbhay1_45,ENG,299.31,298.86,M,Mnirbhay,ATHA,0.28130424151601024
t͡ʃʰ,t͡ʃʰ,ENG,OthTgt,FNiralee,stimuli_raw/wav/FNiralee1.wav,141.90668,142.41555,FNiralee1_16,ATXHA,16,F,t_0870976,TGT,stimuli_raw/wav/Mnirbhay1.wav,16,Mnirbhay1_16,ENG,104.07,103.61,M,Mnirbhay,ATXHA,0.19423263652928383
ɖ,ɖ,HIN,OthTgt,FNiralee,stimuli_raw/wav/FNiralee2.wav,126.16475,126.6761,FNiralee2_35,ADRA,35,F,t_0890912,TGT,stimuli_raw/wav/Mnirbhay1.wav,34,Mnirbhay1_34,HIN,231.66,231.25,M,Mnirbhay,ADRA,0.2353693968327239
ɖʱ,ɖʱ,HIN,TgtOth,FNiralee,stimuli_raw/wav/FNiralee2.wav,132.37637,132.9209,FNiralee2_37,ADRHA,37,F,t_0899569,TGT,stimuli_raw/wav/Mnirbhay1.wav,39,Mnirbhay1_39,HIN,256.6,256.08874,M,Mnirbhay,ADRHA,0.2502846379845147
ɡʱ,ɡʱ,HIN,OthTgt,Mrajesh,stimuli_raw/wav/Mrajesh2.wav,34.12889000000001,34.52,Mrajesh2_10,AGHA,10,M,t_0970855,TGT,stimuli_raw/wav/Fbhavya1.wav,10,Fbhavya1_10,HIN,74.87529,74.46,F,Fbhavya,AGHA,0.26214845584617563
ɦ,ɦ,ENG,OthTgt,FNiralee,stimuli_raw/wav/FNiralee1.wav,710.88793,711.3706900000003,FNiralee1_91,AHHA,91,F,t_0944962,TGT,stimuli_raw/wav/Mnirbhay1.wav,92,Mnirbhay1_92,ENG,653.42809,652.91246,M,Mnirbhay,AHHA,0.2515808960670798
ɳ,ɳ,HIN,OthTgt,FNiralee,stimuli_raw/wav/FNiralee2.wav,409.34166,409.81446999999997,FNiralee2_108,ANRA,108,F,t_0958545,TGT,stimuli_raw/wav/Mnirbhay1.wav,106,Mnirbhay1_106,HIN,759.21774,758.73893,M,Mnirbhay,ANRA,0.27076001804557476
ɽ,ɽ,HIN,TgtOth,Mrajesh,stimuli_raw/wav/Mrajesh2.wav,277.64776,278.03,Mrajesh2_103,ARTA,103,M,t_0604321,TGT,stimuli_raw/wav/Fbhavya2.wav,103,Fbhavya2_103,HIN,296.32972,295.981,F,Fbhavya,ARTA,0.25604401139298305
ɽʱ,ɽʱ,HIN,OthTgt,FNiralee,stimuli_raw/wav/FNiralee1.wav,887.9046599999997,888.3824800000001,FNiralee1_103,ARTHA,103,F,t_0468859,TGT,stimuli_raw/wav/Mnirbhay2.wav,101,Mnirbhay2_101,HIN,405.97,405.45,M,Mnirbhay,ARTHA,0.2508313210083077
ɾ,ɾ,ENG,OthTgt,FNiralee,stimuli_raw/wav/FNiralee2.wav,302.62,303.08,FNiralee2_73,ARA,73,F,t_0932839,TGT,stimuli_raw/wav/Mnirbhay1.wav,74,Mnirbhay1_74,ENG,516.96,516.58,M,Mnirbhay,ARA,0.19703771426457964
ʃ,ʃ,ENG,TgtOth,FNiralee,stimuli_raw/wav/FNiralee2.wav,333.35,333.84978,FNiralee2_83,AXA,83,F,t_0456215,TGT,stimuli_raw/wav/Mnirbhay2.wav,82,Mnirbhay2_82,ENG,327.34,326.92,M,Mnirbhay,AXA,0.20817310814387568
ʈʰ,ʈʰ,HIN,OthTgt,Mrajesh,stimuli_raw/wav/Mrajesh1.wav,139.68812,140.09,Mrajesh1_32,ATRHA,32,M,t_1000673,TGT,stimuli_raw/wav/Fbhavya1.wav,32,Fbhavya1_32,HIN,231.31,230.94251,F,Fbhavya,ATRHA,0.21432990301520868
